,waldStat,df,pvalue,meanLogFC,FDR
ARID5B,44.1963098263235,4,5.84077597398647e-09,0.438661530637294,4.32302071002158e-07
CD3G,44.0752995075106,4,6.18882911584961e-09,0.414360734022675,4.56739166107572e-07
RPS12,43.8436923310595,4,6.91373569505771e-09,0.372595267887346,5.08767265052734e-07
HLA-H,43.7106940237248,4,7.36768779319164e-09,0.503170032431107,5.4061467758376e-07
MSN,43.6459405025367,4,7.59935281369195e-09,0.342141296337869,5.56015685093478e-07
UBE2R2,43.6129760079191,4,7.72006580884721e-09,1.13586002839394,5.6323394408261e-07
SNORD13,43.4158494050622,4,8.48292314170607e-09,1.43444588645463,6.15767128334867e-07
CBX5,43.4145113061439,4,8.48835046696195e-09,0.852424109809329,6.15767128334867e-07
RAB27A,43.3706023289384,4,8.66837945867616e-09,0.5624645438093,6.27045522598571e-07
TRBC1,43.3548196313365,4,8.7340159549143e-09,0.155362410240377,6.30008749742194e-07
CAPN2,43.3271680993011,4,8.85021012031473e-09,1.09896914416953,6.36591874428835e-07
RPL13AP7,43.1039476785695,4,9.84648551582978e-09,0.454819700962266,7.06264066423353e-07
RIPOR2,42.9374899816873,4,1.06615741790606e-08,2.03663057926031,7.60619913941741e-07
CDK6,42.9370392331912,4,1.06638703423201e-08,0.535096592045633,7.60619913941741e-07
HNRNPA1P35,42.8772768369453,4,1.09727159580686e-08,1.44708064093257,7.80468807769586e-07
AL121839.2,42.8317931941486,4,1.12137378271981e-08,1.05429050301485,7.95396653937513e-07
GZMB,42.8205842950035,4,1.12739416691099e-08,1.32372726570436,7.97451801996457e-07
RPS11P5,42.7755679780951,4,1.15189937588411e-08,0.210574764111912,8.12534545944775e-07
RPL24P2,42.7071368298467,4,1.19017254940346e-08,0.343867094352165,8.37219174904057e-07
H1FX,42.6274671169817,4,1.23633273618751e-08,0.820667469680787,8.6730100050956e-07
AC044787.1,42.5466385722094,4,1.28499004770077e-08,0.251508497438073,8.98964955288747e-07
STAT5A,42.5108724593131,4,1.30712597412597e-08,0.464371075951631,9.11952506811655e-07
RPL13A,42.244575862882,4,1.48435215230336e-08,0.226687934429152,1.03277744438873e-06
TXNIP,42.2272367227847,4,1.4966900163671e-08,0.727422395362884,1.03853205347646e-06
ZWINT,42.2137066668334,4,1.5063885139277e-08,2.36713483683619,1.04205510322743e-06
AC024293.1,42.2087890091832,4,1.50992907066438e-08,0.269065020342178,1.04205510322743e-06
U1_ENSG00000275405.1,42.1678788405167,4,1.53970670657699e-08,0.582943025758418,1.05974152971546e-06
LGALS9,42.1596806586301,4,1.54574408828267e-08,0.457647479329284,1.06103697027683e-06
AC016700.2,42.0122289670514,4,1.65845526201025e-08,0.356577541486381,1.13535268405983e-06
RPL34,41.9196316583423,4,1.7333901980443e-08,0.213635920206958,1.18347910981447e-06
MALAT1,41.8899053802791,4,1.75815545455649e-08,0.470058065961427,1.19718665418933e-06
PDCD1,41.7808181505824,4,1.85210025094307e-08,1.11544926394788,1.25780265712317e-06
GMFG,41.7188789216201,4,1.9076538237961e-08,0.258555459782212,1.29209390956587e-06
CBLB,41.7034769263426,4,1.92172412427638e-08,1.01793359220361,1.2981805691375e-06
AC004453.1,41.6861520865087,4,1.93767477618678e-08,0.240219829593118,1.3055019897079e-06
MTCO3P22,41.6674370784485,4,1.95505377442728e-08,1.99467233647912,1.3137446876316e-06
AC090114.1,41.6460345725883,4,1.97511911270709e-08,0.298834234233883,1.32374452868702e-06
CDCA7,41.6397828545202,4,1.98101892667779e-08,1.2139049699435,1.32422299195595e-06
AFF3,41.3272702140049,4,2.29947466623415e-08,2.72742958685334,1.53308317499449e-06
YBX1,41.310709387888,4,2.3177080921144e-08,0.343567119909861,1.53895504673152e-06
GPR171,41.308333633316,4,2.3203355903334e-08,2.72332384121734,1.53895504673152e-06
AL445433.1,41.2744792789546,4,2.35810184712193e-08,0.374903844728475,1.55995157166473e-06
BTG2,41.2627572828249,4,2.37132075087132e-08,0.587962959751854,1.56464277450902e-06
AAK1,41.1026603929843,4,2.55943898297417e-08,1.82407459360491,1.68441428943932e-06
GAPDHP35,41.0327342842135,4,2.64620757528533e-08,1.47885136866189,1.73704139935504e-06
AL355032.1,41.0118378644458,4,2.67270217069182e-08,0.340167039104923,1.7498106891024e-06
AL033519.3,41.0066149889539,4,2.67936549613879e-08,0.456182300836829,1.7498106891024e-06
SELENOH,40.9725097545384,4,2.72328614103756e-08,0.840682887190246,1.7739569288621e-06
SERINC5,40.6727661751065,4,3.14153457692257e-08,0.707659614167748,2.04119810233378e-06
AC110749.1,40.6584402963389,4,3.16305573955233e-08,0.256365192421134,2.04996518551951e-06
RPL5P24,40.6274380682976,4,3.21013393644876e-08,0.170849253904142,2.07520936879035e-06
HSPB1P2,40.606884920926,4,3.24172942933743e-08,0.535218335347192,2.09034244894271e-06
GPRIN3,40.5340597383608,4,3.35619823044198e-08,1.00717209332816,2.15870332026035e-06
TTC39C,40.0569544689952,4,4.21260443195237e-08,0.853575410334102,2.70273502939457e-06
ATP2B4,39.9841017985369,4,4.36131528669392e-08,0.610635296400221,2.79113247733657e-06
GBP4,39.9274292702353,4,4.48060990532184e-08,0.755025951168752,2.86030934830983e-06
TMA7,39.8744683051548,4,4.59503192162813e-08,0.65528931179672,2.92603840695198e-06
RPL5P34,39.8108639546456,4,4.73630736852471e-08,0.283305166196068,3.00849772774324e-06
RPL5P12,39.6911529554731,4,5.01406033359686e-08,0.197149329579334,3.17702309226789e-06
HDGF,39.6759709338818,4,5.05042714316062e-08,2.53527630565769,3.1876720135674e-06
AC009220.1,39.6737231309383,4,5.05583381826824e-08,0.214491973067618,3.1876720135674e-06
ARHGAP32,39.5413014402506,4,5.38475057876298e-08,1.01561264899417,3.38668980366287e-06
H2AFZP3,39.3383065714718,4,5.93086380007435e-08,1.60065298959425,3.72099771830217e-06
NDUFB1,39.2726757703141,4,6.11898575142433e-08,0.435594406538525,3.82961522457403e-06
ADGRE5,39.1366055482267,4,6.52818632485008e-08,0.263352357722649,4.07549868298826e-06
PCLAF,39.1315897482601,4,6.54378092823649e-08,2.51827296238765,4.07549868298826e-06
CX3CR1,39.1259902111438,4,6.56123432252187e-08,0.950120833263439,4.07642623906559e-06
HNRNPA0,39.1110871509155,4,6.60791276141381e-08,0.911058752444516,4.09546243598791e-06
AC113410.1,39.0845287248876,4,6.69191995150697e-08,0.596220999643136,4.1374861007683e-06
COX6C,39.0711610584077,4,6.73460548439309e-08,0.753168725948032,4.15382007352603e-06
RNF213,38.9594247907098,4,7.10218941435414e-08,0.216180846699103,4.36998570350682e-06
MTATP6P1,38.8190981081219,4,7.5922999664968e-08,0.595807637087795,4.66032162606961e-06
PHACTR2,38.8126615605551,4,7.61557238382338e-08,1.48182539668942,4.66339666237242e-06
COX8A,38.7893641493512,4,7.70040444741937e-08,1.03979457683355,4.7040628604032e-06
MT-CO2,38.7029533284684,4,8.02336213023835e-08,0.313841786539019,4.88965517889347e-06
LINC01307,38.6614428600644,4,8.18327491325377e-08,1.19453596961094,4.9752363073794e-06
PFN1,38.646074480998,4,8.24328216797454e-08,0.785570798312304,4.99981496815273e-06
RPL10P9,38.6217025937246,4,8.33934550303894e-08,0.183392709035214,5.04609448862795e-06
RPS14,38.3559564160073,4,9.4621001145434e-08,0.227713618527687,5.7119320667817e-06
SATB1,38.3508766580861,4,9.48496918784514e-08,0.725902453839527,5.71223321253834e-06
LZTFL1,38.2401752570644,4,9.99726760264608e-08,0.792951755264586,6.00659360549571e-06
EEF1A1P19,38.1722974017038,4,1.03249417904294e-07,0.348590523758243,6.17443747250808e-06
MIR646HG,38.1722886885727,4,1.03249845340159e-07,3.3205041682851,6.17443747250808e-06
C5orf56,38.0987879177805,4,1.06918921605192e-07,0.707472986352447,6.37891276445932e-06
LCP1,38.0519633932992,4,1.09323858521471e-07,0.210237887489445,6.50719050663346e-06
RPL23P8,38.0337928216986,4,1.10271572428822e-07,0.302398867253669,6.54491448126365e-06
TPT1P9,38.0300030871572,4,1.10470262049134e-07,0.327336649286013,6.54491448126365e-06
TTN,37.8770669959267,4,1.18793483827595e-07,0.594003954178314,7.02173983689268e-06
AL353678.1,37.8607710135309,4,1.19716423330196e-07,0.61670851029575,7.05995120031538e-06
DYNLL1,37.8466408557363,4,1.20522485325125e-07,0.686529406043107,7.09110982206699e-06
CEP85L,37.7098653719935,4,1.28610135763374e-07,0.432612165120265,7.54956279705231e-06
MTRNR2L1,37.6205021534037,4,1.34184308997476e-07,0.282994979897901,7.85870717947373e-06
SAMHD1,37.4842021441777,4,1.43153607301549e-07,0.420232015807313,8.36482233969122e-06
COX7A2P2,37.2607073363215,4,1.59172607205882e-07,1.06324512520465,9.27762452658561e-06
TTC3,37.2563541768205,4,1.59501749252833e-07,1.63925436259619,9.27762452658561e-06
AL139156.2,37.1692187167862,4,1.66234675802457e-07,0.943724542133307,9.64727828776304e-06
SELENOW,37.1644015274193,4,1.66615056751418e-07,0.91000954676882,9.64742737901918e-06
AL391416.1,37.1384890937671,4,1.68676127065837e-07,1.23739468292011,9.74467172992339e-06
ATP5PF,37.1125391092682,4,1.70765660612027e-07,0.537277049639452,9.84311770593251e-06
TNRC6C,37.105148293311,4,1.71365488910169e-07,0.387658324749998,9.8554454038765e-06
RPL5P17,37.0903510260909,4,1.72572735546161e-07,0.269018548144193,9.90257258914884e-06
MAN2A1,37.0742483444343,4,1.73896122501738e-07,1.95695436336787,9.95613786565442e-06
SNRPF,36.987109897056,4,1.81235045748629e-07,1.25044833836479,1.03531026693316e-05
FKBP11,36.9392365591669,4,1.85397611707216e-07,1.34437563249573,1.05672500333566e-05
LAPTM5,36.8931222794934,4,1.8949733227025e-07,0.249110725671204,1.07531533852469e-05
SNRPEP2,36.8930766834739,4,1.89501430325478e-07,1.24763141531823,1.07531533852469e-05
MYB,36.8584139957279,4,1.92642528706877e-07,1.40232661290134,1.09071551452995e-05
PFN1P1,36.7890798543016,4,1.99082137219975e-07,1.14093772404823,1.12468194113099e-05
SEMA4D,36.7558979545963,4,2.02239497926193e-07,0.308093091580648,1.13999681667668e-05
TBX21,36.605374646516,4,2.17200923358085e-07,1.09416834661199,1.22163558985654e-05
RPL39,36.5271017691774,4,2.25411970422584e-07,0.516530431004709,1.2650317944485e-05
H3F3C,36.4785465444142,4,2.30660339717303e-07,0.742610598982432,1.29164731900907e-05
AL450998.1,36.4089835268475,4,2.38392451445968e-07,0.386678978896462,1.33202434303562e-05
XIST,36.2919681272143,4,2.51986309263152e-07,0.94947296092285,1.40337810265634e-05
TPX2,36.2896621916705,4,2.52261816768851e-07,3.99741271949125,1.40337810265634e-05
UQCRQ,36.260298658661,4,2.55796472004022e-07,1.20952836232223,1.4199484592658e-05
AC024940.3,36.1199835952472,4,2.73380748594398e-07,0.472842572308399,1.51426841981735e-05
SUB1,36.0916909496052,4,2.77069770793226e-07,1.02445555166763,1.53138021584524e-05
RPS2P46,36.0336703001112,4,2.84790930615841e-07,0.710357578882052,1.57065581280249e-05
JUNB,35.9669265808842,4,2.93938568152186e-07,1.00068066612217,1.61721257547908e-05
LDLRAD4,35.9629032723527,4,2.94499254982483e-07,0.512854017690444,1.61721257547908e-05
H2AFVP1,35.8954461524094,4,3.04060450151411e-07,1.63635630183173,1.66613381858718e-05
BEX3,35.8416148937274,4,3.11911854344871e-07,0.538895065087142,1.70549661685145e-05
RPLP1,35.7322270194162,4,3.28494371593102e-07,0.364862957378882,1.7923298672286e-05
PCNA,35.5934427201451,4,3.50803744941786e-07,1.90045193399533,1.90997305481631e-05
MARCKS,35.5799177856286,4,3.5305701862054e-07,1.3564729138539,1.91815127031393e-05
RALY,35.5363068491563,4,3.60421391620847e-07,0.481149950439797,1.95400429618648e-05
SLC25A5P2,35.4817768060759,4,3.69845413294989e-07,0.802779439806075,2.00084801451007e-05
KLRC1,35.2967047261101,4,4.03699694451198e-07,0.902485219413749,2.17938090862819e-05
NDUFB3,35.243311930652,4,4.1402860861961e-07,0.859156082339541,2.23042627027463e-05
ZMYM2,35.2203353793394,4,4.1855413168701e-07,1.01731469076766,2.25005889529006e-05
RPL22P2,35.1958788222802,4,4.23425344342476e-07,0.457337988037378,2.27146348062713e-05
AC084824.1,35.1763819495359,4,4.2734914440512e-07,0.368349338491047,2.28770658330917e-05
AC009413.1,35.130178921502,4,4.36792949254361e-07,0.944526603819719,2.33336986594354e-05
AP000797.1,35.066807470853,4,4.50085161585179e-07,0.274604128660406,2.39935795429594e-05
RPS24P8,35.0465354288109,4,4.54421771434177e-07,0.124124277793924,2.41742915282744e-05
MED13L,34.9348608108209,4,4.79068739567268e-07,1.69257518085703,2.54324745630981e-05
MT-ATP6,34.9235613747154,4,4.81635611726539e-07,0.574925812318778,2.55156957374215e-05
ITGA6,34.8327864449199,4,5.02760452159023e-07,1.26073291324153,2.65796856022374e-05
RPL7AP30,34.7347515034459,4,5.26613097795448e-07,0.112070437053701,2.77831930830718e-05
EEF1D,34.6898560683328,4,5.37909826681116e-07,0.214509224744931,2.83206751016542e-05
EEF1DP2,34.6782330915578,4,5.40873586918345e-07,0.238348165258785,2.84181214855143e-05
AC018738.1,34.6561075815081,4,5.46560456449185e-07,0.375235804157484,2.86579491897946e-05
DUT,34.5752247173575,4,5.67861407785308e-07,1.45038375112444,2.97138136225366e-05
CFLAR,34.5571761449829,4,5.72726384429068e-07,0.271000518851456,2.98873664615873e-05
GAPDHP73,34.5542498287327,4,5.73519074453799e-07,1.06995764162206,2.98873664615873e-05
ADD3,34.5153057834971,4,5.84173059592352e-07,1.14572630045371,3.03805683842988e-05
SNRPE,34.4666075148189,4,5.97773475274899e-07,1.11821035956853,3.10246863641149e-05
PRMT2,34.4540948818488,4,6.01318659865235e-07,0.329123379367748,3.11453792690848e-05
RPS20P2,34.4240560710765,4,6.09915277616224e-07,0.224477945323064,3.15266935504662e-05
TMSB4X,34.4132713467927,4,6.13031480023452e-07,0.227133268654886,3.16041170855337e-05
RPS15A,34.4103150081327,4,6.13888469724877e-07,0.412534625738711,3.16041170855337e-05
AL133260.1,34.3860378026209,4,6.20971308817886e-07,0.255425497889654,3.19044313293053e-05
RPLP0P6,34.2922438069001,4,6.49109096584333e-07,0.496993677697648,3.32614304882674e-05
UQCRH,34.289378465587,4,6.49988400769352e-07,0.290945897521465,3.32614304882674e-05
RPL10P6,34.2758665301901,4,6.54150912327012e-07,0.216073245874411,3.34074870925405e-05
ZEB2,34.1987919479676,4,6.78407696241834e-07,1.72129831824376,3.45771267934835e-05
MIF,34.1912118835486,4,6.80841163114287e-07,0.405521746588387,3.4632030079927e-05
AL391069.2,34.151447377108,4,6.93750200286836e-07,3.28768729933352,3.52185116586965e-05
AC010468.1,34.0907139500003,4,7.1393882705717e-07,0.574991008872671,3.61714840256048e-05
GAS7,33.9749015019193,4,7.54073180897485e-07,1.63250873044453,3.812922509746e-05
NIN,33.9650205860023,4,7.57599725176306e-07,1.00437324220262,3.82318359335513e-05
MYBL1,33.8770721201953,4,7.89722034211238e-07,1.09370923510539,3.97742645830058e-05
MAPRE2,33.6671378465691,4,8.71991337247913e-07,0.298441727861981,4.38312968437509e-05
LMNB1,33.6229732403175,4,8.90357245597606e-07,1.68320346522537,4.466654669221e-05
EEPD1,33.3395551081989,4,1.01774429328572e-06,1.36146706705634,5.09570598608838e-05
PSMB9,33.3095094615247,4,1.03227072612011e-06,0.363890082729429,5.15832348169805e-05
RPS2,33.3036992921842,4,1.03510356608272e-06,0.688386734552848,5.16237686717231e-05
NAP1L1P3,33.2911156055876,4,1.04126552491479e-06,0.350523340376732,5.18298541495111e-05
CD38,33.2139270481874,4,1.07987091668704e-06,0.423848345424556,5.36468946645985e-05
NRROS,33.1515731421701,4,1.11209561703962e-06,0.757565304093847,5.51405079244791e-05
MCM6,33.0702032932925,4,1.15559295321699e-06,1.62122953545569,5.71861745356508e-05
MCM7,33.0368313739669,4,1.17391876452988e-06,1.06649990165471,5.79806879154168e-05
GNG5,32.9968916984296,4,1.19623219196896e-06,0.739765505719553,5.88596814508439e-05
RPL37AP8,32.9967260355511,4,1.19632561867977e-06,0.168289077591751,5.88596814508439e-05
HDAC4,32.9327456268282,4,1.23295684484326e-06,0.683341606889189,6.05452942943704e-05
B4GALT1,32.8554377312704,4,1.27871244492983e-06,1.47750800965582,6.26716358565897e-05
TOP1,32.7754155669067,4,1.32785689022086e-06,0.344916860460461,6.49556047735433e-05
RPL28,32.7357821259692,4,1.3528894726722e-06,0.275915423896326,6.60535997795119e-05
RAC2,32.7232728621598,4,1.36088754854047e-06,0.0752727016374122,6.63172968549253e-05
BCL7A,32.6958221326453,4,1.37860427318337e-06,0.976090985902536,6.70526859347378e-05
MME,32.6228813212785,4,1.42680473069756e-06,0.597049113160247,6.92651307953655e-05
PTEN,32.5434345723522,4,1.48121633247733e-06,0.317684621696851,7.17701310243048e-05
CASP1,32.4982088647111,4,1.51310881280065e-06,0.445982629954176,7.3176578664516e-05
NOL11,32.3762034678665,4,1.60259823467346e-06,0.62065280091914,7.7357931800353e-05
STAT4,32.3023430609797,4,1.65931606688208e-06,0.714555871449253,7.99445957883657e-05
H3F3B,32.2881194111014,4,1.67046593946285e-06,0.55067207075141,8.02579030318553e-05
COX7A2,32.2860363130218,4,1.67210512680427e-06,0.595567312325904,8.02579030318553e-05
PTMAP12,32.2030826394967,4,1.73870021868971e-06,0.561908834738102,8.32977675126489e-05
ADGRG1,32.170213295821,4,1.76581270028286e-06,0.817175424071878,8.4438253374013e-05
HNRNPA2B1,32.1199446840506,4,1.80809379213276e-06,0.655440897156745,8.6298457910486e-05
TCF3,32.0958419492086,4,1.82872287857183e-06,0.698513470110662,8.71202214633054e-05
RBMX,32.0908803259505,4,1.83299845102347e-06,1.01725811690004,8.71612950593749e-05
RPL9,32.0821086266189,4,1.84058165220158e-06,0.501303388311545,8.73592053698277e-05
SLC4A10,32.0558762372593,4,1.86344672936656e-06,1.85457355806594,8.82803566500465e-05
SLC16A1,32.0460833792273,4,1.87205486934516e-06,2.08590262282142,8.84462655813752e-05
RPL22P3,32.0440170925327,4,1.8738762357362e-06,0.876847330070321,8.84462655813752e-05
IKZF1,32.0395696426777,4,1.87780251281744e-06,0.300899900943106,8.84680574996187e-05
NACA2,32.0284406309692,4,1.88766332087642e-06,0.239847891154985,8.87688451170891e-05
UBB,31.9726671538003,4,1.93786353297476e-06,0.508329453032437,9.09620318281443e-05
KDM5B,31.9288903218243,4,1.9781955480358e-06,0.64503736507293,9.26848134295305e-05
RPL34P34,31.8867892461161,4,2.01777212638365e-06,0.329941072710894,9.43659546652136e-05
TCF19,31.8411222113707,4,2.06159296545216e-06,3.96438963212437,9.62390792921773e-05
AC114491.1,31.8153552179472,4,2.08673525170511e-06,1.05841023415243,9.72350084895801e-05
YWHAE,31.7992913300973,4,2.10256399102438e-06,1.08450518172269,9.77941193275181e-05
ERN1,31.7459863843077,4,2.15595045682804e-06,1.24703547540925,0.000100094899845644
NACA3P,31.7354358968126,4,2.16667606123266e-06,0.375214595165094,0.000100410296231536
STAT5B,31.7298159280849,4,2.17241098809939e-06,0.553145072148139,0.000100493685835359
RPL23AP42,31.6775221454419,4,2.22650462011753e-06,0.39076534682779,0.000102809756735445
RPS19,31.6023367778255,4,2.30663695477418e-06,0.440216620034894,0.000106317643754799
BTF3,31.533892283711,4,2.38207956482217e-06,0.262274367464695,0.000109597120158079
HBA1,31.5123416003046,4,2.40633863624051e-06,5.98525316208715,0.000110409132542408
FTL,31.5105413612942,4,2.40837622189627e-06,0.442170885528053,0.000110409132542408
LAG3,31.4091009811382,4,2.5260106351066e-06,1.04945804958443,0.000115594411411195
RPS3A,31.3698457974011,4,2.57305304851574e-06,0.569914489180238,0.000117536510901341
MT-ATP8,31.3023690706739,4,2.65596320980777e-06,0.777652927633838,0.000121107179575788
AC091153.1,31.2144473500056,4,2.76799891230084e-06,0.561369682834374,0.000125990823931554
RPS7P10,31.1889163080844,4,2.80140533714945e-06,0.259786529285748,0.000127284493388098
TOP2A,31.071436476842,4,2.96037249258863e-06,2.74268271162532,0.00013426840425977
SLC44A1,30.946111964563,4,3.13986765543284e-06,0.981631944001066,0.000142156951385598
ZNRF1,30.9379747224567,4,3.15188994415294e-06,0.459790508679695,0.000142448689776894
ARID1A,30.8264049860863,4,3.32142565839799e-06,0.21952349634465,0.000149845590436736
PTPN7,30.7765846447535,4,3.40003400378652e-06,0.318233461205934,0.000153121460823084
H2AFX,30.7307735411882,4,3.47395018751584e-06,2.66666958392403,0.000156174855701086
LDHA,30.6579367990582,4,3.59478035272254e-06,1.11812900683866,0.000161322875758822
LUC7L3,30.6512731683325,4,3.60604153359922e-06,0.475280426081118,0.00016154433431659
HELLS,30.5735834093195,4,3.73995398461613e-06,2.01146979156789,0.000167249956212212
RPL24P8,30.5475407299473,4,3.78594234662355e-06,0.21838391512628,0.000169010555631175
STK17B,30.4465354095814,4,3.96969530758184e-06,0.145507496669708,0.000176904310085694
