,logFC,p.value,FDR
TRIM44,-0.00108559202222751,0.959181188855637,0.999960952824732
BORCS8,-0.00116778007683026,0.959195915461268,0.999960952824732
AC139530.1,0.000753685177961792,0.959280853397093,0.999960952824732
DNAAF5,-3.22060622435317e-05,0.959281399943671,0.999960952824732
TRIM11,0.00118456100711609,0.959308238118216,0.999960952824732
LRPAP1,-0.00213966058586967,0.959316506903708,0.999960952824732
IRS2,-0.000488011399776217,0.95937830632147,0.999960952824732
SRP54,0.00138554121435106,0.959414275188803,0.999960952824732
MEOX1,0.000891495663621387,0.959439651900827,0.999960952824732
TUBB2B,0.0011213231744824,0.959466677305504,0.999960952824732
RNU6-1152P,-5.06868747858569e-05,0.959473127299666,0.999960952824732
CLK4,-0.00035740176439508,0.959497322532739,0.999960952824732
TRIM35,-4.65111329378983e-05,0.9596596213129,0.999960952824732
TAOK2,-0.00101604841046326,0.95979894808575,0.999960952824732
ATG4C,-0.000918378274457534,0.959800573572846,0.999960952824732
SMUG1,-0.00045148866583313,0.9598092188364,0.999960952824732
CAMK2N1,-0.000698244397305251,0.959849158234951,0.999960952824732
AL157392.3,-0.000263554819918962,0.959943381972633,0.999960952824732
CKAP4,0.00136609657078549,0.959943577456193,0.999960952824732
UFM1,0.000767175293147928,0.95995251781538,0.999960952824732
UQCRFS1P1,-0.000518265944802355,0.960115849683352,0.999960952824732
AL451074.4,0.000718813533254721,0.960269308205498,0.999960952824732
ZER1,-0.00189059938362969,0.960279508858786,0.999960952824732
FLOT2,0.00324777215929444,0.960297885226494,0.999960952824732
PDE4A,0.000789609406182797,0.960316354705427,0.999960952824732
SNHG9,-0.00034037766999656,0.960365475456669,0.999960952824732
POMGNT1,0.00042288370072777,0.960372555547558,0.999960952824732
FIBP,-0.00128581800002067,0.960385430327374,0.999960952824732
LINC01719,-0.000137730891643137,0.960419874938595,0.999960952824732
OTUD6B,-0.00212307520558057,0.960454329481345,0.999960952824732
GNB1L,-0.00185402593088026,0.960456390858703,0.999960952824732
MXRA7,-1.51630937087195e-06,0.960458044377076,0.999960952824732
PSMA6P2,-0.000823335597191507,0.960464285861412,0.999960952824732
GORAB,-0.00171150000901747,0.960508094354966,0.999960952824732
ZCCHC8,0.000631886062145507,0.960525504083322,0.999960952824732
NOTCH2,3.22554232522538e-05,0.960532226703943,0.999960952824732
SLC35B1,-0.0032248000710029,0.960560435169446,0.999960952824732
AC084368.1,0.000511098569189877,0.960753858227979,0.999960952824732
TNPO1,-0.00177280309834626,0.960763993412476,0.999960952824732
AC005306.1,0.00011075268675797,0.960782746894383,0.999960952824732
EIF2AK4,0.000487557921393619,0.960788809855922,0.999960952824732
ABCD2,0.00129066621349715,0.960789630606883,0.999960952824732
AC009094.1,0.000528739318315271,0.961003892207463,0.999960952824732
ADAP1,0.00177415178708461,0.961045328028116,0.999960952824732
VPS9D1,0.000493906827731427,0.961068933904726,0.999960952824732
AL162390.1,0.000621262615540397,0.96116397359493,0.999960952824732
AKAP8,-0.00107602766878851,0.961189391432164,0.999960952824732
CHCHD2P8,-0.00114518890111695,0.96126403754339,0.999960952824732
SGTA,-0.000726797389266015,0.961312784987416,0.999960952824732
LINC00106,-0.000968674201718701,0.961341122736215,0.999960952824732
GPN2,0.00106646526350527,0.961371024757626,0.999960952824732
HSBP1,-0.00437364878561913,0.961415742098029,0.999960952824732
PJA1,0.0014724332262,0.961687357560105,0.999960952824732
GIT2,0.00339015390795279,0.96168761957243,0.999960952824732
PFKFB3,0.00103406395817743,0.961695427222184,0.999960952824732
CUTC,0.000339557874223012,0.961806971911132,0.999960952824732
TAF5L,-0.000379597507972418,0.961830576340826,0.999960952824732
FBXO48,0.000835990559619275,0.961877557464781,0.999960952824732
RPL31P1,-0.000267112651187871,0.961978600245923,0.999960952824732
PRPSAP2,-0.000544569975693108,0.961997525991704,0.999960952824732
NCAPG2,0.000575339849958601,0.962033971172936,0.999960952824732
TMOD2,0.00118938128933615,0.962092823542893,0.999960952824732
RPS20P22,-0.00184630051949591,0.962165607365368,0.999960952824732
LTA4H,-0.00175856833198426,0.962174596824283,0.999960952824732
SNHG21,1.07910023224818e-06,0.962279318557148,0.999960952824732
WHAMM,0.00481464514653865,0.962324710024265,0.999960952824732
FBXO36,-0.000600457423183464,0.96233430215607,0.999960952824732
PHF12,0.00249489178357531,0.962351035077556,0.999960952824732
RECQL,-7.16568537891205e-05,0.962484951255028,0.999960952824732
EMSY,0.00232703823211095,0.96249106830862,0.999960952824732
LSM8,-0.00303438964123939,0.962536137253687,0.999960952824732
NCMAP-DT,0.00030323651817221,0.96254057355396,0.999960952824732
RAD17,0.00101869315475558,0.962565669041262,0.999960952824732
AL359962.2,0.000246215565901026,0.962587089838601,0.999960952824732
CD55,0.00352093331309183,0.962636484032803,0.999960952824732
AC091564.1,-0.000188982388415065,0.962735773542478,0.999960952824732
PLD2,0.000569691442944919,0.962796605062192,0.999960952824732
ZNF518B,0.000141365904392321,0.96280975069956,0.999960952824732
AL353754.1,-0.000117252511710329,0.962831092534854,0.999960952824732
MCU,0.00100325594007375,0.962832365709942,0.999960952824732
ZNF347,-0.00136393507800612,0.96284065923523,0.999960952824732
AC124068.2,0.00118357365859732,0.962852302845475,0.999960952824732
CCDC28A,-0.00261165485557054,0.962856665876691,0.999960952824732
SLC35E1,-0.00281580489359679,0.9628591086316,0.999960952824732
SNTG2,0.000282572617745488,0.962860107520085,0.999960952824732
AC020688.1,0.00234381229812968,0.962869133564944,0.999960952824732
RNF40,0.00155041866545627,0.962911754533233,0.999960952824732
NUDT9,-0.00150487312305075,0.962949804416878,0.999960952824732
ST8SIA1,0.0002071259369172,0.962979315785568,0.999960952824732
NOMO1,0.000284561148709499,0.962990963808765,0.999960952824732
MRPS17,-0.00173084190322371,0.963044295439583,0.999960952824732
INTS11,-0.00262288380457997,0.963085188876895,0.999960952824732
TUSC2,-0.00250710404416086,0.963100856241079,0.999960952824732
MED12,-0.000395330827796542,0.963120259489794,0.999960952824732
TSPYL1,-0.00175515953288652,0.963206788166085,0.999960952824732
SLX4IP,-0.00262454989512372,0.96322377215984,0.999960952824732
Y_RNA_ENSG00000276178.1,9.93333666547395e-05,0.963234753290584,0.999960952824732
TLK1,-0.00315180726421592,0.96329759049562,0.999960952824732
SASS6,-0.000441153577108328,0.963305389685011,0.999960952824732
SYNJ2,0.00209470880991416,0.96331833821692,0.999960952824732
AC079150.1,-0.000958604845047821,0.963382871338096,0.999960952824732
ZNF264,0.00211267777784753,0.963439122894597,0.999960952824732
AC005224.2,-0.00242323189411264,0.963467220779239,0.999960952824732
TMEM120A,0.000964924992972262,0.963494394655676,0.999960952824732
RPL6P25,-0.00030637128169393,0.96350626082596,0.999960952824732
ZNF517,-0.000259459468074767,0.963569501745216,0.999960952824732
RMDN1,-0.00160567729302761,0.963646394367206,0.999960952824732
TMEM97,-0.000153486253870585,0.963720533135969,0.999960952824732
IPO4,0.000503668381615899,0.963746198406131,0.999960952824732
AC019181.1,-0.00101094014941228,0.963804903303199,0.999960952824732
AC025159.1,0.0026235396577474,0.963831434327132,0.999960952824732
POLR3B,-0.000162065430964602,0.963858074115193,0.999960952824732
RP9,-0.00197243515051939,0.963968866281668,0.999960952824732
SGMS1-AS1,0.00200345914240662,0.964193553908845,0.999960952824732
TRAPPC12,-0.000554191940503145,0.964352239167423,0.999960952824732
C1orf198,-0.000125617966484258,0.964381484198739,0.999960952824732
FASTKD1,-0.000452797339023367,0.964477750579581,0.999960952824732
AC022730.1,-0.000494521696607699,0.964501582790095,0.999960952824732
AL645568.3,-0.000625779342387529,0.964506620893649,0.999960952824732
TP73-AS1,-0.000186669723960249,0.964571158250657,0.999960952824732
SERBP1P6,-0.000502565178833321,0.964606853631725,0.999960952824732
SLC25A40,-0.0008320649738161,0.964611696472358,0.999960952824732
AC004584.2,-0.00123362377068861,0.964616959825942,0.999960952824732
AP002026.1,-2.17206804214913e-05,0.964623437550391,0.999960952824732
NUTM2A-AS1,0.00139691371575109,0.96462555676106,0.999960952824732
DTNBP1,-0.00155625239949175,0.964640326419714,0.999960952824732
KHNYN,0.00256394214062613,0.964755118526237,0.999960952824732
ELP4,-0.00273841626871559,0.964779407530455,0.999960952824732
ENTR1,0.00225564824585388,0.964779451308544,0.999960952824732
MTCH1,-0.00265812422573176,0.964808543810143,0.999960952824732
GSPT1,-0.00142041608316593,0.964826648732573,0.999960952824732
AASDHPPT,-0.00228216551159868,0.964920738661727,0.999960952824732
MRPL41,-0.00532204674675972,0.964960303534557,0.999960952824732
RPL13P5,0.00134495272606313,0.964963969204819,0.999960952824732
LINC01684,-0.000791599636424909,0.965002038703969,0.999960952824732
KRTCAP3,0.00111818810337438,0.965010373112514,0.999960952824732
GMEB1,-0.000901655358336244,0.965017213387962,0.999960952824732
NPIPA1,-0.000491426280155123,0.965073046683817,0.999960952824732
LRRC37A2,0.00016926714463368,0.965104172640933,0.999960952824732
FTLP17,-0.00128059047726401,0.965114214202247,0.999960952824732
LINC01347,0.00167130287396618,0.965192707395659,0.999960952824732
AL358942.1,9.40621630509128e-05,0.965196639851628,0.999960952824732
APEH,0.000767392813484862,0.965280979134216,0.999960952824732
SLC22A5,-0.00038722252884543,0.965339518135986,0.999960952824732
TCAIM,-0.000678833494653331,0.965413625432579,0.999960952824732
NVL,0.00277216053032866,0.96546250367008,0.999960952824732
TRUB1,-0.000863169578410062,0.965499036064777,0.999960952824732
CXorf38,0.00172668926784349,0.965534683079719,0.999960952824732
DBF4,3.97756661087414e-05,0.965556242432251,0.999960952824732
ZNF121,-0.0037268674731935,0.965636331788982,0.999960952824732
NDUFAF5,-0.000973795003712259,0.965703509335854,0.999960952824732
TMTC2,0.00014562995374743,0.965708787373519,0.999960952824732
QTRT2,-0.000459878553461647,0.965722873195417,0.999960952824732
MPP6,0.000660947836754524,0.965756422078038,0.999960952824732
SREK1IP1,-0.00204241638111131,0.965756803845567,0.999960952824732
FAHD2B,0.000137645751876653,0.965809676878967,0.999960952824732
LINC00294,0.000227501888772586,0.965827952118428,0.999960952824732
ATG5,0.000500404587150323,0.965859973488307,0.999960952824732
PRXL2B,-0.00284446669011145,0.965898945856473,0.999960952824732
TACO1,0.00143192801819303,0.965924195757854,0.999960952824732
FBL,-0.0023276916213522,0.965924714481471,0.999960952824732
AC084198.1,0.000352991122435319,0.96593027796438,0.999960952824732
LYRM9,0.000147414071029566,0.966036891468839,0.999960952824732
POMGNT2,-0.000445121858250576,0.966131008468054,0.999960952824732
RNU6-242P,0.000129994603781782,0.966277372869254,0.999960952824732
S100PBP,0.000875074765973377,0.966311690354026,0.999960952824732
LRP5L,0.000131416984232846,0.966362993980088,0.999960952824732
KRT7,-0.000702323285467156,0.966365153626825,0.999960952824732
SREBF1,-0.00173397443606377,0.966446325227619,0.999960952824732
UBA52P8,-8.93280370683112e-05,0.966537139235468,0.999960952824732
TMEM165,-0.00490180069828872,0.966602938412575,0.999960952824732
AL627402.1,0.00109673974901998,0.96660461081505,0.999960952824732
DLGAP4,0.00115885347691213,0.966659843963952,0.999960952824732
AL627308.2,0.00054797575000396,0.966668819759939,0.999960952824732
SLC4A2,-0.000319469170222201,0.966683953813168,0.999960952824732
AC141586.4,-0.000103174613458405,0.966785124044175,0.999960952824732
CYB561D2_ENSG00000271858.5,-0.000161323987584896,0.966843562133443,0.999960952824732
PALLD,7.85433767871963e-05,0.966901801593692,0.999960952824732
ZFP62,0.00218404448706452,0.966944860191754,0.999960952824732
GPAT4,-0.00124148833548428,0.966959852370509,0.999960952824732
AL096803.2,-0.00237605474671769,0.96699891085142,0.999960952824732
HMG20A,-0.00302907002380623,0.967014334301914,0.999960952824732
AL133216.2,0.00204797524494338,0.967037541810099,0.999960952824732
BX323845.3,-0.0013570519449474,0.967110576694054,0.999960952824732
ACAD8,-0.000629951984605316,0.967120847363032,0.999960952824732
PLPP6,0.000189499355198019,0.9671776523038,0.999960952824732
FBXW8,-0.000805894038829212,0.967198320577445,0.999960952824732
C10orf143,0.00132755403695585,0.967207652097842,0.999960952824732
MAPKAPK2,0.00173471028627145,0.967254614562848,0.999960952824732
OPN3,-0.000727212770459897,0.967274123777496,0.999960952824732
TTLL4,0.00026176852845464,0.967277459713551,0.999960952824732
MOSPD1,-0.000567838327708976,0.967371174979727,0.999960952824732
CHIC1,-0.000191243899003684,0.967376474692129,0.999960952824732
TRGJ2,0.00229632700552195,0.967430704176306,0.999960952824732
PRKAG1,0.000308282007181451,0.967432325035626,0.999960952824732
FASTKD2,0.0023770593117303,0.967510372759662,0.999960952824732
TSHR,-0.00170924582367628,0.967570284475545,0.999960952824732
TMEM219,-0.00170484861185138,0.967695518679276,0.999960952824732
LTK,0.00254090320184265,0.967741376128317,0.999960952824732
SAR1AP3,-0.000565769668837696,0.967746154590121,0.999960952824732
CCNYL1,-0.00214165466976146,0.967762433382872,0.999960952824732
DDX42,-0.000690642511399081,0.967807090254671,0.999960952824732
PUDP,0.00107022249048553,0.967856263271838,0.999960952824732
AC016687.1,0.001091793760414,0.967929490425523,0.999960952824732
ELMSAN1,-0.000564669703955579,0.967961238196154,0.999960952824732
THAP11,-0.00112144801173231,0.968024900783642,0.999960952824732
SYNE3,-0.00130595206136293,0.968035168907525,0.999960952824732
JOSD1,-0.00215366553664829,0.968061672582928,0.999960952824732
G3BP2,0.00573577934263688,0.968075591059643,0.999960952824732
LINC00667,-0.00088141074268035,0.968097146947884,0.999960952824732
FAM174A,0.000137130118497724,0.968251098517699,0.999960952824732
RAPGEF1,0.00358860761871549,0.968261060548259,0.999960952824732
AL357632.1,-0.00436646185502372,0.968411070993299,0.999960952824732
AL109615.4,0.000187417091051604,0.968430083434458,0.999960952824732
ARSK,0.000276383784156287,0.968437311187724,0.999960952824732
TRMT112P6,-0.00624637280776192,0.968438546829501,0.999960952824732
NPM1P21,0.000405054636780716,0.968468204785599,0.999960952824732
EFL1,0.000281411914690852,0.96852257315531,0.999960952824732
RB1CC1,-0.00148814109778112,0.96853398741925,0.999960952824732
RINT1,0.000585758295024955,0.968543711690888,0.999960952824732
MYNN,-0.00123092250491946,0.968565527325701,0.999960952824732
CNOT2,-0.00792753066511418,0.968649678068728,0.999960952824732
LSR,0.000102670081278927,0.968664975710056,0.999960952824732
METTL18,0.000318785346460073,0.968677552030108,0.999960952824732
NAB1,-0.00235355897354419,0.968784397072249,0.999960952824732
AC092844.1,0.000914805866572679,0.968914421690384,0.999960952824732
RPL18P11,0.000649460431952634,0.968930726807492,0.999960952824732
THBS3,-0.000201442473232652,0.968965053230402,0.999960952824732
ATF4P4,0.00172931982378927,0.968966710042975,0.999960952824732
YWHAZP3,0.000510846350308135,0.969067937046363,0.999960952824732
TMLHE,-0.000171914395037118,0.969098342876507,0.999960952824732
KIN,0.00262404545993935,0.969316198526276,0.999960952824732
ENPP4,-0.000435573065749694,0.969325288620253,0.999960952824732
INPP4B,-0.00105087534112921,0.969373830756976,0.999960952824732
CPXM1,0.000205420738590072,0.969405094982036,0.999960952824732
AL080317.1,0.00051166726206953,0.969431888728555,0.999960952824732
NDUFA11,-0.00412342472540476,0.969436388859036,0.999960952824732
AC087752.1,-0.00018552992030648,0.969460540724708,0.999960952824732
NFKBIL1,-0.00033711135912686,0.969481637923261,0.999960952824732
AL391121.1,0.000960406860344941,0.969485397428404,0.999960952824732
MTG1,-0.00161559405546372,0.969505679321486,0.999960952824732
CAPZA2,-0.000520184999579159,0.969527165084161,0.999960952824732
TMEM91,0.00077165907567817,0.969540705707513,0.999960952824732
AC104763.1,-0.000747861442463296,0.969568854959369,0.999960952824732
PPP2CB,0.00198321621482824,0.969588351033482,0.999960952824732
AC135050.6,-0.00176241159722172,0.969612289759747,0.999960952824732
LINC01934,-0.00354922814164763,0.969637902380266,0.999960952824732
DUS3L,0.00128445750501415,0.969663706101548,0.999960952824732
SPIN2B,0.000278302386862944,0.969676696306793,0.999960952824732
SUPT16HP1,0.00153797805382356,0.969780279598264,0.999960952824732
AC132008.2,-0.000296643228726982,0.969790868346567,0.999960952824732
KDM7A-DT,0.000391052938432779,0.969797726707918,0.999960952824732
AC093525.10,-8.35581431976891e-05,0.969841087871291,0.999960952824732
ZC2HC1A,-0.00106714418073402,0.969896476455213,0.999960952824732
AC022137.4,-0.000593708391303638,0.969906584669454,0.999960952824732
AL158212.3,0.00047533741358666,0.969924489261486,0.999960952824732
COQ10A,0.000345012740902465,0.969933788796525,0.999960952824732
AL138724.1,0.000881911697298635,0.96997101317353,0.999960952824732
SMARCD3,0.000631773760774655,0.970080112563919,0.999960952824732
ZFYVE19,-0.00300149315351149,0.970163505306837,0.999960952824732
TM9SF4,-0.000816260917240848,0.970184968665357,0.999960952824732
AC124016.2,0.000939909185844711,0.970214806358376,0.999960952824732
DGKH,-0.000770816039074172,0.97022924959177,0.999960952824732
BRAF,-0.000100022458649823,0.970238924432686,0.999960952824732
LINC02611,-0.000589906424718128,0.970334116327323,0.999960952824732
AL161891.1,0.00107619741513989,0.97033829833906,0.999960952824732
RPS7P6,5.34490432016129e-05,0.9704309079735,0.999960952824732
FAM102B,0.00100773531526606,0.970450638533426,0.999960952824732
ROCK2,-0.00141145807983976,0.970486001351063,0.999960952824732
TRAJ55,-0.000329340224422177,0.970710691015598,0.999960952824732
EPS15L1,0.000271566748733572,0.970740294887396,0.999960952824732
AL441963.1,-0.000315515090243386,0.970757682178824,0.999960952824732
SRIP3,-0.000409308789353668,0.970821773173101,0.999960952824732
PSMD1,-0.00221584220077564,0.970897846817583,0.999960952824732
MTERF1,0.000390864184788845,0.970970064712052,0.999960952824732
LINC00243,0.00147862524587056,0.970987076910574,0.999960952824732
KATNAL2,-0.000802094796230049,0.971001660158603,0.999960952824732
RALB,0.000435896801733381,0.971028360197801,0.999960952824732
TIMM23B,0.000682670461331921,0.971042101547771,0.999960952824732
SLC25A3P2,-0.00106277119030176,0.971186768079845,0.999960952824732
TTC1,-0.00491240577351957,0.971342765728689,0.999960952824732
LRRC8B,-0.00299931249142091,0.97161873601297,0.999960952824732
AC025031.3,-0.00082159180881764,0.971634888010544,0.999960952824732
MBTPS2,-0.00129395792866468,0.971655942904216,0.999960952824732
RAP1GDS1,0.000960699180563756,0.97170347243496,0.999960952824732
CCR4,0.000155602720720443,0.971718233402444,0.999960952824732
AC009022.1,0.0011418025138412,0.971794203093695,0.999960952824732
ZNF773,-7.70377407811968e-05,0.97179641440802,0.999960952824732
MBD3,-0.00257678014323603,0.971804233089229,0.999960952824732
ERI3,-0.000406490178593201,0.971833856306588,0.999960952824732
DCUN1D4,-4.59957437414336e-05,0.971837009002539,0.999960952824732
RIOK2,0.000274538701735349,0.971837288132383,0.999960952824732
SRGAP2C,0.00197348782180461,0.97185748201566,0.999960952824732
NFATC1,-0.00173558876951065,0.971968501041254,0.999960952824732
NPM1P32,0.000325056533853247,0.972017884091864,0.999960952824732
MTRF1,0.00213085483376886,0.972028540805382,0.999960952824732
SLC27A4,-0.000104612413699007,0.972095758115376,0.999960952824732
EEF1AKMT4,-0.00055505980382788,0.972097149578748,0.999960952824732
DNM1L,0.00151632850120473,0.972127463948764,0.999960952824732
ESCO1,0.00198013258045372,0.972222890521961,0.999960952824732
AC005833.2,-0.000348235111623338,0.972322959798075,0.999960952824732
CA11,0.000153626864656717,0.972385680356552,0.999960952824732
VPS13B,3.38758571829238e-05,0.972385967140866,0.999960952824732
TGIF2,-0.00122246301357608,0.972396856844866,0.999960952824732
RELL2,-0.000680408263157194,0.972409438330897,0.999960952824732
ABHD14B,-0.000928950261403377,0.972427337316243,0.999960952824732
ITFG1,-0.00286113908313213,0.972451175253702,0.999960952824732
DPM1,-0.00305689348728249,0.972453494374095,0.999960952824732
GEMIN6,0.000520293571731658,0.972494015448251,0.999960952824732
CLIC1P1,-0.000364637150324458,0.972592196772748,0.999960952824732
AL662844.4,0.00169555012087693,0.97265207400439,0.999960952824732
ZBTB34,-0.00173027273102254,0.972655723381152,0.999960952824732
CD3EAP,0.000935059403569672,0.972741234087863,0.999960952824732
AL355816.1,0.000257459620224853,0.972753136165008,0.999960952824732
TVP23B,-0.00191601464718116,0.972841341682286,0.999960952824732
AC008443.1,0.00212090069267087,0.972876016362866,0.999960952824732
VTA1,0.00107973136470556,0.972876410366601,0.999960952824732
FTX,-0.00205721768159655,0.972904608359592,0.999960952824732
TRAF2,0.000688948770054972,0.972938389114374,0.999960952824732
MRPL19,0.00129229187567179,0.972973632410747,0.999960952824732
SELENOO,-0.0014544256596815,0.972989227086005,0.999960952824732
DLST,0.00119425203473609,0.973097406908829,0.999960952824732
SAMD12,-3.97195496564729e-05,0.973112251675698,0.999960952824732
RPS6KA1,0.00254130878935655,0.973156451576992,0.999960952824732
WDR13,-0.00323279827491344,0.973196655964317,0.999960952824732
AC012671.1,0.00304000261221223,0.973200931904211,0.999960952824732
OSER1,0.00153356304119791,0.973296779278207,0.999960952824732
CD96,-0.00392433959111283,0.973356499023335,0.999960952824732
ATG14,0.000212963683711731,0.97339586388291,0.999960952824732
AC113155.1,2.70843983114924e-05,0.973457733038679,0.999960952824732
DENND1C,-0.00148955726002572,0.973508067438526,0.999960952824732
AC055748.1,8.63139190628528e-05,0.973525600323784,0.999960952824732
ADAT1,0.0025667897629184,0.973550658054039,0.999960952824732
SOX2-OT,-0.000188951434656136,0.973592143345594,0.999960952824732
CHKB-DT,0.00143242893903651,0.973707600091562,0.999960952824732
GVQW3,0.00047831289545681,0.973727346422512,0.999960952824732
AC026979.4,0.000793584796441698,0.973734510346146,0.999960952824732
NELFCD,-0.00435176758717738,0.973745213224652,0.999960952824732
SRP14P3,-0.000821644734212379,0.973783144150352,0.999960952824732
REV3L,-0.00402923455448399,0.973785868745034,0.999960952824732
RPL23AP78,0.00118803028342307,0.973817361753432,0.999960952824732
GOLGA6L5P,-0.00138007741138632,0.973857026736187,0.999960952824732
TPTEP1,-0.00235048633246944,0.97389507361938,0.999960952824732
CLCN3,0.000929933652905148,0.973897710596265,0.999960952824732
HERC2P8,-0.000692734470484082,0.973970755204629,0.999960952824732
EEF1A1P11,-0.00664673711543267,0.974049319287609,0.999960952824732
PEX14,0.000424797674069798,0.974105330488051,0.999960952824732
RIOK3,0.00286156665239689,0.974143202448721,0.999960952824732
TLE1,0.00148302536057352,0.974242897480903,0.999960952824732
AC109635.3,-0.00185868876765326,0.974250510141873,0.999960952824732
SPCS3,0.0061717175119031,0.974259269730761,0.999960952824732
PLCE1,-0.000463963813933527,0.974280883702009,0.999960952824732
ST3GAL5,6.31772176754635e-05,0.974385778017925,0.999960952824732
RPRD2,0.00259746608646762,0.974397099200073,0.999960952824732
WASF4P,-0.000225417476370162,0.974413862054182,0.999960952824732
DHRS4-AS1,9.20144442628547e-05,0.974432019106197,0.999960952824732
ZCCHC17,0.00177793381668811,0.974504495350294,0.999960952824732
ZNF74,0.0012630107171185,0.974561669163366,0.999960952824732
NHP2,-0.00569827974544346,0.974586768944209,0.999960952824732
AGL,-0.00228992680432053,0.974672007104677,0.999960952824732
STIP1,-0.00168059155795824,0.974689750485537,0.999960952824732
RPS27AP2,0.000950473257911895,0.974834942078915,0.999960952824732
AP002433.1,0.000591762921305723,0.974901087587433,0.999960952824732
NLRX1,0.000427282423663618,0.974991147932214,0.999960952824732
EML2,-0.000484781599525279,0.975002745845058,0.999960952824732
INTS8,-0.000783227483993866,0.975003115217851,0.999960952824732
Z84485.1,-0.000128948932994999,0.975063845624985,0.999960952824732
MRPL13,-0.00110985316656291,0.975092545022878,0.999960952824732
FBXO30,0.00268144379705426,0.975111521359322,0.999960952824732
FRG1GP,-0.000201721194275498,0.975131036291265,0.999960952824732
RPS24P17,-8.98112210959499e-05,0.975153713646404,0.999960952824732
AC018371.2,-0.000194226051689232,0.975200790934424,0.999960952824732
TMEM205,0.000641768712055396,0.975202666642575,0.999960952824732
MST1L,-8.23706254448824e-06,0.975251116650941,0.999960952824732
SLC25A13,-0.000984542685725524,0.97527575868168,0.999960952824732
ZNF408,-0.000951430840308286,0.975323459262121,0.999960952824732
ZKSCAN8,0.000544894272300094,0.975342340753596,0.999960952824732
CR391992.1,-0.000458389007640102,0.975345515829739,0.999960952824732
AASS,-0.000869060770584995,0.975394120742217,0.999960952824732
LRATD2,-0.000206857223913162,0.975455800119717,0.999960952824732
ZNF596,-0.000410099379396175,0.975553942951102,0.999960952824732
CNOT3,-0.000554976716782285,0.975555016245774,0.999960952824732
ILF3-DT,0.000715025908188473,0.975557857336524,0.999960952824732
SMG5,0.000771700151368176,0.975685741260764,0.999960952824732
AC004024.1,-0.000567253381554717,0.975729767412789,0.999960952824732
RCOR3,0.000378920125879472,0.975741469466789,0.999960952824732
BCAS3,-0.00239676284006284,0.975765752841938,0.999960952824732
AC016747.1,0.000531956127652712,0.975795317169611,0.999960952824732
AL109811.2,0.00131754566428763,0.975842200334101,0.999960952824732
HMGB1P28,-0.00151999052576109,0.97585883288357,0.999960952824732
KHDC1,0.000221595321146413,0.975945444376446,0.999960952824732
AC073896.2,-0.000371046316040201,0.976061657447039,0.999960952824732
ASMTL,0.000988083470334264,0.976070355975891,0.999960952824732
TPD52,0.00327801201214094,0.976123855682884,0.999960952824732
AC004980.1,0.000520261788230047,0.976176542552736,0.999960952824732
IFI35,0.00204429327678193,0.976190900648615,0.999960952824732
HAGH,-0.000202800060418687,0.976218201425138,0.999960952824732
CSRNP1,-0.00198344322553655,0.976237459086683,0.999960952824732
PDIA5,-0.000882283698353984,0.976313144853032,0.999960952824732
AC007686.3,0.000731943833293232,0.976347960634931,0.999960952824732
NTHL1,0.000305401193224015,0.97646551453797,0.999960952824732
CENPS,-0.000729957183577914,0.976481195428388,0.999960952824732
CLCN6,-0.0021950085174873,0.976497674550454,0.999960952824732
PGBD4,0.000741689235866548,0.976573933108213,0.999960952824732
RPS6KA4,-0.000531031398687092,0.976696578364021,0.999960952824732
VCAN,0.000351737381642632,0.976698187269053,0.999960952824732
EIF3E,-0.00607383696359507,0.976727686772663,0.999960952824732
CC2D1B,-0.000228028878287264,0.976764625191562,0.999960952824732
EEF1AKNMT,0.0017401934961474,0.976931288707395,0.999960952824732
UQCC3,-0.00345289080138481,0.976991747334198,0.999960952824732
ELOA,-0.00256490165670352,0.977082705348001,0.999960952824732
AC012313.1,0.000160704473627837,0.977129708378932,0.999960952824732
FOXO3B,-0.00144742936402414,0.977155930356842,0.999960952824732
AC025171.1,-0.0013376820953582,0.977169677285674,0.999960952824732
AC105749.1,0.000824760552360883,0.977196767110065,0.999960952824732
FRS2,-0.000382519230172294,0.977248418956666,0.999960952824732
ANGEL2,0.00153237041524788,0.977262195945785,0.999960952824732
ATP5F1AP10,5.03823724563534e-05,0.977284970184328,0.999960952824732
RELL1,-0.00258087154017639,0.97736052537843,0.999960952824732
KDM7A,0.00108722798349901,0.977417678257646,0.999960952824732
DARS2,-0.000431164953602821,0.977422787215403,0.999960952824732
SLC19A1,0.000499254486059633,0.977469233415201,0.999960952824732
HIST1H2BN,0.0016615441078841,0.977541001071959,0.999960952824732
AC105399.1,-0.00153970774111957,0.977573838901992,0.999960952824732
AC008735.1,0.000765708560120668,0.977634616053101,0.999960952824732
ZNF419,-0.000858878618044223,0.977655035847828,0.999960952824732
TAF13,0.00147754776793115,0.977690385950915,0.999960952824732
TLK1P1,-0.00087802767495219,0.977706831261327,0.999960952824732
AC010168.2,0.000197312815948708,0.977712274024134,0.999960952824732
RPL30P16,-0.000691659043091821,0.977751829913039,0.999960952824732
URB1,0.00105100662142011,0.977762931910587,0.999960952824732
AL513165.1,0.001275988537339,0.977878953652296,0.999960952824732
GUCY1A1,-0.0012574775512639,0.977902839304523,0.999960952824732
ZC3H3,-0.00219637210374627,0.977920233066856,0.999960952824732
DGKZ,0.00469972079304875,0.978034459509711,0.999960952824732
